,mag,time,num_1,scale_1,num_2,scale_2,num_3,scale_3,num_4,scale_4,num_5,scale_5,num_6,scale_6,num_7,scale_7,num_8,scale_8,num_9,scale_9,num_10,scale_10,num_11,scale_11,num_12,scale_12,num_13,scale_13,num_14,scale_14
109,5.3,2019-03-08 10:30:00,64.0,0.6666666666666666,54.0,0.28125,73.0,0.2534722222222222,72.0,0.1875,72.0,0.15,35.0,0.06076388888888889,58.0,0.08630952380952381,40.0,0.052083333333333336,56.0,0.06481481481481481,60.0,0.0625,65.0,0.061553030303030304,86.0,0.07465277777777778,87.0,0.06971153846153846,86.0,0.06398809523809523
110,5.3,2019-03-13 04:15:00,17.0,0.17708333333333334,63.0,0.328125,43.0,0.14930555555555555,56.0,0.14583333333333334,,,,,,,,,,,,,,,,,,,,
111,5.1,2019-04-01 10:45:00,34.0,0.3541666666666667,33.0,0.171875,28.0,0.09722222222222222,45.0,0.1171875,18.0,0.0375,27.0,0.046875,28.0,0.041666666666666664,38.0,0.049479166666666664,25.0,0.028935185185185185,41.0,0.042708333333333334,34.0,0.032196969696969696,14.0,0.012152777777777778,31.0,0.024839743589743588,29.0,0.021577380952380952
112,5.9,2019-04-03 09:45:00,32.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.1,2019-04-09 23:00:00,0.0,0.0,12.0,0.0625,31.0,0.1076388888888889,23.0,0.059895833333333336,33.0,0.06875,,,,,,,,,,,,,,,,,,
114,6.3,2019-04-18 13:00:00,25.0,0.2604166666666667,22.0,0.11458333333333333,6.0,0.020833333333333332,7.0,0.018229166666666668,12.0,0.025,9.0,0.015625,12.0,0.017857142857142856,8.0,0.010416666666666666,,,,,,,,,,,,
115,5.1,2019-05-08 23:45:00,5.0,0.052083333333333336,16.0,0.08333333333333333,5.0,0.017361111111111112,35.0,0.09114583333333333,12.0,0.025,22.0,0.03819444444444445,17.0,0.025297619047619048,17.0,0.022135416666666668,22.0,0.02546296296296296,35.0,0.036458333333333336,35.0,0.03314393939393939,20.0,0.017361111111111112,31.0,0.024839743589743588,10.0,0.00744047619047619
116,5.2,2019-05-13 16:45:00,39.0,0.40625,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.9,2019-06-04 17:45:00,2.0,0.020833333333333332,16.0,0.08333333333333333,49.0,0.1701388888888889,32.0,0.08333333333333333,3.0,0.00625,0.0,0.0,0.0,0.0,28.0,0.036458333333333336,30.0,0.034722222222222224,67.0,0.06979166666666667,39.0,0.036931818181818184,20.0,0.017361111111111112,65.0,0.052083333333333336,69.0,0.05133928571428571
118,5.8,2019-06-30 03:30:00,30.0,0.3125,39.0,0.203125,50.0,0.1736111111111111,42.0,0.109375,75.0,0.15625,45.0,0.078125,57.0,0.08482142857142858,25.0,0.032552083333333336,32.0,0.037037037037037035,35.0,0.036458333333333336,42.0,0.03977272727272727,63.0,0.0546875,69.0,0.055288461538461536,56.0,0.041666666666666664
119,5.2,2019-07-12 05:15:00,56.0,0.5833333333333334,51.0,0.265625,40.0,0.1388888888888889,35.0,0.09114583333333333,31.0,0.06458333333333334,61.0,0.10590277777777778,52.0,0.07738095238095238,69.0,0.08984375,74.0,0.08564814814814815,34.0,0.035416666666666666,16.0,0.015151515151515152,53.0,0.04600694444444445,,,,
120,5.1,2019-07-19 18:00:00,62.0,0.6458333333333334,52.0,0.2708333333333333,57.0,0.19791666666666666,33.0,0.0859375,38.0,0.07916666666666666,34.0,0.059027777777777776,55.0,0.0818452380952381,,,,,,,,,,,,,,
121,5.8,2019-07-27 09:15:00,63.0,0.65625,33.0,0.171875,67.0,0.2326388888888889,75.0,0.1953125,65.0,0.13541666666666666,63.0,0.109375,65.0,0.09672619047619048,,,,,,,,,,,,,,
122,6.2,2019-08-08 05:15:00,69.0,0.71875,,,,,,,,,,,,,,,,,,,,,,,,,,
123,5.5,2019-09-09 13:00:00,34.0,0.3541666666666667,65.0,0.3385416666666667,69.0,0.23958333333333334,62.0,0.16145833333333334,29.0,0.06041666666666667,49.0,0.08506944444444445,56.0,0.08333333333333333,55.0,0.07161458333333333,,,,,,,,,,,,
124,5.6,2019-10-17 19:30:00,56.0,0.5833333333333334,46.0,0.23958333333333334,53.0,0.1840277777777778,41.0,0.10677083333333333,59.0,0.12291666666666666,45.0,0.078125,45.0,0.06696428571428571,28.0,0.036458333333333336,27.0,0.03125,42.0,0.04375,47.0,0.04450757575757576,38.0,0.03298611111111111,33.0,0.026442307692307692,46.0,0.03422619047619048
125,5.2,2019-12-16 19:15:00,79.0,0.8229166666666666,93.0,0.484375,85.0,0.2951388888888889,87.0,0.2265625,85.0,0.17708333333333334,66.0,0.11458333333333333,71.0,0.1056547619047619,59.0,0.07682291666666667,57.0,0.06597222222222222,82.0,0.08541666666666667,96.0,0.09090909090909091,86.0,0.07465277777777778,78.0,0.0625,81.0,0.060267857142857144
126,5.1,2020-02-04 01:00:00,58.0,0.6041666666666666,92.0,0.4791666666666667,91.0,0.3159722222222222,65.0,0.16927083333333334,69.0,0.14375,92.0,0.1597222222222222,83.0,0.12351190476190477,73.0,0.09505208333333333,87.0,0.10069444444444445,95.0,0.09895833333333333,78.0,0.07386363636363637,61.0,0.05295138888888889,85.0,0.06810897435897435,93.0,0.06919642857142858
127,5.1,2020-02-14 01:45:00,68.0,0.7083333333333334,79.0,0.4114583333333333,85.0,0.2951388888888889,92.0,0.23958333333333334,69.0,0.14375,79.0,0.1371527777777778,47.0,0.06994047619047619,64.0,0.08333333333333333,64.0,0.07407407407407407,71.0,0.07395833333333333,,,,,,,,
128,5.7,2020-02-15 19:00:00,64.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,
129,5.3,2020-02-25 19:00:00,70.0,0.7291666666666666,84.0,0.4375,37.0,0.1284722222222222,68.0,0.17708333333333334,50.0,0.10416666666666667,20.0,0.034722222222222224,51.0,0.07589285714285714,,,,,,,,,,,,,,
130,6.5,2020-04-11 00:30:00,21.0,0.21875,25.0,0.13020833333333334,6.0,0.020833333333333332,39.0,0.1015625,43.0,0.08958333333333333,27.0,0.046875,26.0,0.03869047619047619,14.0,0.018229166666666668,40.0,0.046296296296296294,24.0,0.025,14.0,0.013257575757575758,10.0,0.008680555555555556,38.0,0.030448717948717948,33.0,0.024553571428571428
131,5.2,2020-04-12 19:30:00,36.0,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,
132,5.9,2020-05-03 11:15:00,8.0,0.08333333333333333,12.0,0.0625,7.0,0.024305555555555556,5.0,0.013020833333333334,0.0,0.0,13.0,0.022569444444444444,7.0,0.010416666666666666,3.0,0.00390625,15.0,0.017361111111111112,13.0,0.013541666666666667,10.0,0.00946969696969697,23.0,0.019965277777777776,,,,
133,5.2,2020-05-25 06:30:00,11.0,0.11458333333333333,33.0,0.171875,21.0,0.07291666666666667,22.0,0.057291666666666664,20.0,0.041666666666666664,4.0,0.006944444444444444,34.0,0.050595238095238096,36.0,0.046875,23.0,0.02662037037037037,27.0,0.028125,18.0,0.017045454545454544,26.0,0.022569444444444444,25.0,0.020032051282051284,21.0,0.015625
134,5.4,2020-06-11 09:30:00,19.0,0.19791666666666666,17.0,0.08854166666666667,32.0,0.1111111111111111,24.0,0.0625,16.0,0.03333333333333333,14.0,0.024305555555555556,12.0,0.017857142857142856,12.0,0.015625,1.0,0.0011574074074074073,5.0,0.005208333333333333,23.0,0.021780303030303032,13.0,0.011284722222222222,17.0,0.013621794871794872,29.0,0.021577380952380952
135,6.0,2020-06-14 04:15:00,29.0,0.3020833333333333,63.0,0.328125,,,,,,,,,,,,,,,,,,,,,,,,
136,5.3,2020-06-29 20:45:00,41.0,0.4270833333333333,29.0,0.15104166666666666,54.0,0.1875,20.0,0.052083333333333336,56.0,0.11666666666666667,38.0,0.06597222222222222,65.0,0.09672619047619048,58.0,0.07552083333333333,67.0,0.0775462962962963,39.0,0.040625,46.0,0.043560606060606064,45.0,0.0390625,33.0,0.026442307692307692,50.0,0.03720238095238095
137,5.1,2020-07-12 12:00:00,60.0,0.625,51.0,0.265625,33.0,0.11458333333333333,65.0,0.16927083333333334,40.0,0.08333333333333333,37.0,0.0642361111111111,29.0,0.043154761904761904,34.0,0.044270833333333336,34.0,0.03935185185185185,49.0,0.051041666666666666,42.0,0.03977272727272727,26.0,0.022569444444444444,,,,
138,6.2,2020-07-26 20:45:00,69.0,0.71875,,,,,,,,,,,,,,,,,,,,,,,,,,
139,5.5,2020-08-27 06:15:00,15.0,0.15625,42.0,0.21875,39.0,0.13541666666666666,23.0,0.059895833333333336,11.0,0.022916666666666665,42.0,0.07291666666666667,39.0,0.05803571428571429,22.0,0.028645833333333332,39.0,0.04513888888888889,63.0,0.065625,36.0,0.03409090909090909,42.0,0.036458333333333336,26.0,0.020833333333333332,47.0,0.034970238095238096
140,6.0,2020-09-30 12:30:00,19.0,0.19791666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,
141,5.3,2020-10-17 23:00:00,6.0,0.0625,25.0,0.13020833333333334,39.0,0.13541666666666666,9.0,0.0234375,31.0,0.06458333333333334,52.0,0.09027777777777778,43.0,0.06398809523809523,32.0,0.041666666666666664,54.0,0.0625,54.0,0.05625,32.0,0.030303030303030304,51.0,0.044270833333333336,36.0,0.028846153846153848,35.0,0.026041666666666668
142,5.3,2020-11-04 01:45:00,40.0,0.4166666666666667,10.0,0.052083333333333336,33.0,0.11458333333333333,25.0,0.06510416666666667,35.0,0.07291666666666667,13.0,0.022569444444444444,30.0,0.044642857142857144,30.0,0.0390625,38.0,0.04398148148148148,19.0,0.019791666666666666,9.0,0.008522727272727272,22.0,0.019097222222222224,0.0,0.0,23.0,0.01711309523809524
143,5.4,2020-11-06 02:30:00,11.0,0.11458333333333333,33.0,0.171875,,,,,,,,,,,,,,,,,,,,,,,,
144,5.3,2020-11-12 05:30:00,27.0,0.28125,40.0,0.20833333333333334,29.0,0.10069444444444445,21.0,0.0546875,25.0,0.052083333333333336,,,,,,,,,,,,,,,,,,
145,5.3,2020-11-16 15:15:00,32.0,0.3333333333333333,26.0,0.13541666666666666,28.0,0.09722222222222222,25.0,0.06510416666666667,,,,,,,,,,,,,,,,,,,,
146,5.2,2020-11-29 21:30:00,4.0,0.041666666666666664,28.0,0.14583333333333334,28.0,0.09722222222222222,39.0,0.1015625,13.0,0.027083333333333334,37.0,0.0642361111111111,34.0,0.050595238095238096,29.0,0.037760416666666664,49.0,0.056712962962962965,47.0,0.04895833333333333,26.0,0.02462121212121212,51.0,0.044270833333333336,29.0,0.023237179487179488,,
147,5.4,2020-12-10 13:15:00,19.0,0.19791666666666666,33.0,0.171875,27.0,0.09375,33.0,0.0859375,14.0,0.029166666666666667,14.0,0.024305555555555556,21.0,0.03125,25.0,0.032552083333333336,16.0,0.018518518518518517,23.0,0.023958333333333335,,,,,,,,
148,5.8,2021-01-09 19:30:00,85.0,0.8854166666666666,62.0,0.3229166666666667,71.0,0.2465277777777778,77.0,0.20052083333333334,79.0,0.16458333333333333,46.0,0.0798611111111111,47.0,0.06994047619047619,49.0,0.06380208333333333,40.0,0.046296296296296294,45.0,0.046875,30.0,0.028409090909090908,46.0,0.03993055555555555,40.0,0.03205128205128205,41.0,0.03050595238095238
149,5.5,2021-01-17 07:00:00,71.0,0.7395833333333334,81.0,0.421875,89.0,0.3090277777777778,71.0,0.18489583333333334,59.0,0.12291666666666666,41.0,0.07118055555555555,48.0,0.07142857142857142,,,,,,,,,,,,,,
150,5.8,2021-01-25 15:15:00,49.0,0.5104166666666666,28.0,0.14583333333333334,54.0,0.1875,88.0,0.22916666666666666,46.0,0.09583333333333334,96.0,0.16666666666666666,74.0,0.11011904761904762,78.0,0.1015625,,,,,,,,,,,,
151,5.1,2021-01-28 15:15:00,57.0,0.59375,50.0,0.2604166666666667,,,,,,,,,,,,,,,,,,,,,,,,
152,5.7,2021-02-04 16:00:00,75.0,0.78125,59.0,0.3072916666666667,41.0,0.1423611111111111,83.0,0.21614583333333334,43.0,0.08958333333333333,59.0,0.10243055555555555,60.0,0.08928571428571429,,,,,,,,,,,,,,
153,6.2,2021-02-07 01:30:00,44.0,0.4583333333333333,58.0,0.3020833333333333,,,,,,,,,,,,,,,,,,,,,,,,
154,5.6,2021-02-09 00:45:00,49.0,0.5104166666666666,,,,,,,,,,,,,,,,,,,,,,,,,,
155,5.2,2021-02-18 02:30:00,50.0,0.5208333333333334,40.0,0.20833333333333334,45.0,0.15625,52.0,0.13541666666666666,27.0,0.05625,40.0,0.06944444444444445,50.0,0.0744047619047619,36.0,0.046875,71.0,0.08217592592592593,,,,,,,,,,
156,5.3,2021-02-22 09:45:00,21.0,0.21875,32.0,0.16666666666666666,23.0,0.0798611111111111,46.0,0.11979166666666667,,,,,,,,,,,,,,,,,,,,
157,5.8,2021-03-02 17:15:00,39.0,0.40625,,,,,,,,,,,,,,,,,,,,,,,,,,
158,5.5,2021-03-28 14:30:00,3.0,0.03125,0.0,0.0,4.0,0.013888888888888888,5.0,0.013020833333333334,4.0,0.008333333333333333,6.0,0.010416666666666666,4.0,0.005952380952380952,6.0,0.0078125,0.0,0.0,3.0,0.003125,6.0,0.005681818181818182,12.0,0.010416666666666666,22.0,0.017628205128205128,2.0,0.001488095238095238
159,6.2,2021-04-18 22:00:00,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
160,5.1,2021-06-11 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.03958333333333333,10.0,0.017361111111111112,13.0,0.019345238095238096,11.0,0.014322916666666666,8.0,0.009259259259259259,0.0,0.0,26.0,0.02462121212121212,10.0,0.008680555555555556,0.0,0.0,2.0,0.001488095238095238
161,5.4,2021-07-07 19:15:00,6.0,0.0625,4.0,0.020833333333333332,2.0,0.006944444444444444,0.0,0.0,9.0,0.01875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.010416666666666666,1.0,0.000946969696969697,0.0,0.0,0.0,0.0,2.0,0.001488095238095238
162,5.4,2021-07-14 06:45:00,47.0,0.4895833333333333,56.0,0.2916666666666667,30.0,0.10416666666666667,13.0,0.033854166666666664,30.0,0.0625,3.0,0.005208333333333333,,,,,,,,,,,,,,,,
163,6.0,2021-08-05 05:45:00,8.0,0.08333333333333333,0.0,0.0,0.0,0.0,11.0,0.028645833333333332,9.0,0.01875,3.0,0.005208333333333333,11.0,0.01636904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,5.6,2021-08-06 16:00:00,23.0,0.23958333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,
165,5.9,2021-09-06 22:00:00,7.0,0.07291666666666667,7.0,0.036458333333333336,2.0,0.006944444444444444,4.0,0.010416666666666666,6.0,0.0125,2.0,0.003472222222222222,0.0,0.0,10.0,0.013020833333333334,4.0,0.004629629629629629,,,,,,,,,,
166,5.6,2021-09-13 18:30:00,10.0,0.10416666666666667,6.0,0.03125,1.0,0.003472222222222222,6.0,0.015625,19.0,0.03958333333333333,0.0,0.0,,,,,,,,,,,,,,,,
167,5.7,2021-09-26 06:15:00,15.0,0.15625,11.0,0.057291666666666664,0.0,0.0,10.0,0.026041666666666668,8.0,0.016666666666666666,15.0,0.026041666666666668,20.0,0.02976190476190476,13.0,0.016927083333333332,,,,,,,,,,,,
168,5.3,2021-10-23 11:15:00,21.0,0.21875,7.0,0.036458333333333336,19.0,0.06597222222222222,32.0,0.08333333333333333,,,,,,,,,,,,,,,,,,,,
169,6.5,2021-10-24 13:00:00,3.0,0.03125,,,,,,,,,,,,,,,,,,,,,,,,,,
170,5.4,2021-11-14 21:00:00,12.0,0.125,16.0,0.08333333333333333,22.0,0.0763888888888889,5.0,0.013020833333333334,0.0,0.0,20.0,0.034722222222222224,14.0,0.020833333333333332,6.0,0.0078125,19.0,0.02199074074074074,10.0,0.010416666666666666,,,,,,,,
171,5.3,2021-11-17 10:15:00,19.0,0.19791666666666666,24.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,
172,5.3,2021-11-24 17:45:00,26.0,0.2708333333333333,5.0,0.026041666666666668,3.0,0.010416666666666666,30.0,0.078125,14.0,0.029166666666666667,35.0,0.06076388888888889,0.0,0.0,,,,,,,,,,,,,,
173,5.5,2021-12-06 21:00:00,40.0,0.4166666666666667,44.0,0.22916666666666666,28.0,0.09722222222222222,30.0,0.078125,0.0,0.0,2.0,0.003472222222222222,5.0,0.00744047619047619,4.0,0.005208333333333333,4.0,0.004629629629629629,15.0,0.015625,39.0,0.036931818181818184,20.0,0.017361111111111112,,,,
174,5.5,2021-12-30 14:45:00,9.0,0.09375,5.0,0.026041666666666668,26.0,0.09027777777777778,21.0,0.0546875,21.0,0.04375,12.0,0.020833333333333332,15.0,0.022321428571428572,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.00946969696969697,0.0,0.0,0.0,0.0,0.0,0.0
175,6.0,2022-01-03 17:45:00,33.0,0.34375,37.0,0.19270833333333334,25.0,0.08680555555555555,28.0,0.07291666666666667,,,,,,,,,,,,,,,,,,,,
176,5.1,2022-01-05 21:00:00,42.0,0.4375,,,,,,,,,,,,,,,,,,,,,,,,,,
177,5.6,2022-01-16 16:15:00,16.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,
178,5.6,2022-01-19 03:00:00,18.0,0.1875,16.0,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
179,5.1,2022-01-25 22:30:00,7.0,0.07291666666666667,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.03958333333333333,47.0,0.08159722222222222,,,,,,,,,,,,,,,,
180,5.6,2022-02-07 18:45:00,20.0,0.20833333333333334,17.0,0.08854166666666667,,,,,,,,,,,,,,,,,,,,,,,,
181,5.6,2022-02-12 00:30:00,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
182,5.1,2022-02-20 18:45:00,16.0,0.16666666666666666,0.0,0.0,23.0,0.0798611111111111,0.0,0.0,21.0,0.04375,0.0,0.0,4.0,0.005952380952380952,0.0,0.0,,,,,,,,,,,,
183,5.2,2022-03-08 02:00:00,31.0,0.3229166666666667,,,,,,,,,,,,,,,,,,,,,,,,,,
184,5.7,2022-03-09 20:15:00,33.0,0.34375,,,,,,,,,,,,,,,,,,,,,,,,,,
185,6.4,2022-03-19 03:00:00,24.0,0.25,31.0,0.16145833333333334,29.0,0.10069444444444445,25.0,0.06510416666666667,,,,,,,,,,,,,,,,,,,,
186,5.5,2022-03-23 01:00:00,23.0,0.23958333333333334,20.0,0.10416666666666667,28.0,0.09722222222222222,,,,,,,,,,,,,,,,,,,,,,
187,5.7,2022-03-24 08:30:00,29.0,0.3020833333333333,,,,,,,,,,,,,,,,,,,,,,,,,,
188,5.8,2022-03-26 21:45:00,5.0,0.052083333333333336,26.0,0.13541666666666666,,,,,,,,,,,,,,,,,,,,,,,,
189,5.8,2022-04-08 07:30:00,34.0,0.3541666666666667,62.0,0.3229166666666667,43.0,0.14930555555555555,54.0,0.140625,56.0,0.11666666666666667,47.0,0.08159722222222222,62.0,0.09226190476190477,40.0,0.052083333333333336,63.0,0.07291666666666667,64.0,0.06666666666666667,45.0,0.04261363636363636,36.0,0.03125,,,,
190,5.4,2022-04-11 21:45:00,41.0,0.4270833333333333,39.0,0.203125,,,,,,,,,,,,,,,,,,,,,,,,
191,5.4,2022-04-18 19:30:00,52.0,0.5416666666666666,36.0,0.1875,36.0,0.125,,,,,,,,,,,,,,,,,,,,,,
192,5.1,2022-04-24 01:45:00,61.0,0.6354166666666666,62.0,0.3229166666666667,37.0,0.1284722222222222,65.0,0.16927083333333334,,,,,,,,,,,,,,,,,,,,
193,6.2,2022-05-09 14:15:00,26.0,0.2708333333333333,6.0,0.03125,46.0,0.1597222222222222,60.0,0.15625,47.0,0.09791666666666667,54.0,0.09375,51.0,0.07589285714285714,60.0,0.078125,52.0,0.06018518518518518,69.0,0.071875,47.0,0.04450757575757576,66.0,0.057291666666666664,57.0,0.04567307692307692,72.0,0.05357142857142857
194,5.5,2022-05-19 07:45:00,59.0,0.6145833333333334,57.0,0.296875,37.0,0.1284722222222222,58.0,0.15104166666666666,45.0,0.09375,24.0,0.041666666666666664,30.0,0.044642857142857144,57.0,0.07421875,37.0,0.04282407407407408,,,,,,,,,,
195,6.3,2022-06-07 09:45:00,9.0,0.09375,15.0,0.078125,0.0,0.0,0.0,0.0,11.0,0.022916666666666665,30.0,0.052083333333333336,32.0,0.047619047619047616,26.0,0.033854166666666664,24.0,0.027777777777777776,18.0,0.01875,,,,,,,,
196,6.0,2022-06-20 09:00:00,6.0,0.0625,0.0,0.0,7.0,0.024305555555555556,4.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.00390625,4.0,0.004629629629629629,9.0,0.009375,0.0,0.0,0.0,0.0,,,,
197,5.2,2022-06-24 06:30:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
198,5.2,2022-06-25 21:30:00,17.0,0.17708333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,
199,5.4,2022-06-28 21:30:00,0.0,0.0,4.0,0.020833333333333332,,,,,,,,,,,,,,,,,,,,,,,,
200,5.1,2022-07-15 16:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.04583333333333333,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
201,5.2,2022-07-24 08:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
202,5.4,2022-07-28 08:15:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
203,5.9,2022-08-22 10:45:00,17.0,0.17708333333333334,0.0,0.0,8.0,0.027777777777777776,0.0,0.0,7.0,0.014583333333333334,9.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,5.3,2022-09-14 09:30:00,15.0,0.15625,29.0,0.15104166666666666,27.0,0.09375,40.0,0.10416666666666667,12.0,0.025,10.0,0.017361111111111112,13.0,0.019345238095238096,13.0,0.016927083333333332,,,,,,,,,,,,
205,6.6,2022-09-17 21:30:00,32.0,0.3333333333333333,42.0,0.21875,38.0,0.13194444444444445,,,,,,,,,,,,,,,,,,,,,,
206,5.3,2022-10-03 04:15:00,57.0,0.59375,50.0,0.2604166666666667,35.0,0.12152777777777778,45.0,0.1171875,52.0,0.10833333333333334,37.0,0.0642361111111111,38.0,0.05654761904761905,14.0,0.018229166666666668,46.0,0.05324074074074074,31.0,0.03229166666666667,39.0,0.036931818181818184,40.0,0.034722222222222224,28.0,0.022435897435897436,,
207,5.3,2022-10-10 20:15:00,61.0,0.6354166666666666,63.0,0.328125,69.0,0.23958333333333334,59.0,0.15364583333333334,61.0,0.12708333333333333,62.0,0.1076388888888889,40.0,0.05952380952380952,,,,,,,,,,,,,,
208,5.2,2022-10-28 23:30:00,44.0,0.4583333333333333,36.0,0.1875,45.0,0.15625,15.0,0.0390625,52.0,0.10833333333333334,36.0,0.0625,,,,,,,,,,,,,,,,
209,5.1,2022-10-31 16:45:00,34.0,0.3541666666666667,35.0,0.18229166666666666,,,,,,,,,,,,,,,,,,,,,,,,
210,5.5,2022-11-13 09:45:00,29.0,0.3020833333333333,44.0,0.22916666666666666,30.0,0.10416666666666667,36.0,0.09375,,,,,,,,,,,,,,,,,,,,
211,5.1,2022-11-15 19:45:00,26.0,0.2708333333333333,39.0,0.203125,,,,,,,,,,,,,,,,,,,,,,,,
212,5.1,2022-11-20 09:45:00,22.0,0.22916666666666666,8.0,0.041666666666666664,19.0,0.06597222222222222,30.0,0.078125,,,,,,,,,,,,,,,,,,,,
213,5.6,2022-11-27 01:30:00,8.0,0.08333333333333333,0.0,0.0,13.0,0.04513888888888889,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
214,6.5,2022-12-15 12:00:00,24.0,0.25,16.0,0.08333333333333333,29.0,0.10069444444444445,23.0,0.059895833333333336,2.0,0.004166666666666667,24.0,0.041666666666666664,0.0,0.0,,,,,,,,,,,,,,
215,5.3,2022-12-22 12:30:00,25.0,0.2604166666666667,23.0,0.11979166666666667,24.0,0.08333333333333333,0.0,0.0,19.0,0.03958333333333333,10.0,0.017361111111111112,0.0,0.0,,,,,,,,,,,,,,
216,5.2,2022-12-24 05:15:00,17.0,0.17708333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,
217,5.3,2023-01-15 03:30:00,45.0,0.46875,50.0,0.2604166666666667,23.0,0.0798611111111111,36.0,0.09375,22.0,0.04583333333333333,32.0,0.05555555555555555,23.0,0.03422619047619048,30.0,0.0390625,4.0,0.004629629629629629,30.0,0.03125,,,,,,,,
218,5.1,2023-02-07 04:15:00,44.0,0.4583333333333333,32.0,0.16666666666666666,46.0,0.1597222222222222,52.0,0.13541666666666666,41.0,0.08541666666666667,39.0,0.06770833333333333,21.0,0.03125,36.0,0.046875,39.0,0.04513888888888889,29.0,0.030208333333333334,28.0,0.026515151515151516,40.0,0.034722222222222224,41.0,0.032852564102564104,39.0,0.029017857142857144
219,5.6,2023-02-08 18:45:00,51.0,0.53125,,,,,,,,,,,,,,,,,,,,,,,,,,
220,5.2,2023-02-11 19:30:00,57.0,0.59375,57.0,0.296875,54.0,0.1875,,,,,,,,,,,,,,,,,,,,,,
221,5.1,2023-02-18 23:45:00,46.0,0.4791666666666667,68.0,0.3541666666666667,,,,,,,,,,,,,,,,,,,,,,,,
222,5.4,2023-02-22 01:00:00,55.0,0.5729166666666666,31.0,0.16145833333333334,64.0,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,
223,5.4,2023-03-21 09:45:00,78.0,0.8125,72.0,0.375,61.0,0.21180555555555555,72.0,0.1875,75.0,0.15625,53.0,0.0920138888888889,78.0,0.11607142857142858,72.0,0.09375,56.0,0.06481481481481481,78.0,0.08125,77.0,0.07291666666666667,76.0,0.06597222222222222,68.0,0.05448717948717949,72.0,0.05357142857142857
224,5.2,2023-04-10 02:45:00,79.0,0.8229166666666666,77.0,0.4010416666666667,63.0,0.21875,73.0,0.19010416666666666,78.0,0.1625,70.0,0.12152777777777778,77.0,0.11458333333333333,56.0,0.07291666666666667,75.0,0.08680555555555555,64.0,0.06666666666666667,74.0,0.07007575757575757,68.0,0.059027777777777776,81.0,0.06490384615384616,75.0,0.05580357142857143
225,5.1,2023-05-04 23:30:00,73.0,0.7604166666666666,70.0,0.3645833333333333,52.0,0.18055555555555555,68.0,0.17708333333333334,69.0,0.14375,77.0,0.13368055555555555,,,,,,,,,,,,,,,,
226,5.4,2023-05-08 17:15:00,77.0,0.8020833333333334,80.0,0.4166666666666667,,,,,,,,,,,,,,,,,,,,,,,,
227,5.4,2023-06-10 13:30:00,40.0,0.4166666666666667,36.0,0.1875,40.0,0.1388888888888889,36.0,0.09375,40.0,0.08333333333333333,46.0,0.0798611111111111,45.0,0.06696428571428571,71.0,0.09244791666666667,45.0,0.052083333333333336,47.0,0.04895833333333333,57.0,0.05397727272727273,45.0,0.0390625,60.0,0.04807692307692308,43.0,0.031994047619047616
228,5.5,2023-06-11 20:15:00,45.0,0.46875,,,,,,,,,,,,,,,,,,,,,,,,,,
229,5.1,2023-06-29 22:30:00,62.0,0.6458333333333334,0.0,0.0,51.0,0.17708333333333334,46.0,0.11979166666666667,,,,,,,,,,,,,,,,,,,,
230,5.4,2023-07-09 03:45:00,3.0,0.03125,0.0,0.0,28.0,0.09722222222222222,3.0,0.0078125,21.0,0.04375,1.0,0.001736111111111111,5.0,0.00744047619047619,0.0,0.0,0.0,0.0,,,,,,,,,,
